geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
14000US36005002800,"Census Tract 28, Bronx, NY",5372,827,464,248,3574,574,0,18,0,18,0,18,1145,599,189,163,15,24,174,165
14000US36005003100,"Census Tract 31, Bronx, NY",2165,430,339,154,724,221,16,22,285,295,0,13,620,216,181,103,125,94,56,43
14000US36005003300,"Census Tract 33, Bronx, NY",3339,760,268,168,1313,780,0,13,0,13,0,13,1638,447,120,114,120,114,0,13
14000US36005003500,"Census Tract 35, Bronx, NY",3880,899,584,321,1702,942,82,106,0,13,0,13,1227,484,285,196,178,155,107,105
14000US36005003700,"Census Tract 37, Bronx, NY",277,83,24,31,140,88,0,13,0,13,0,13,71,60,42,65,42,65,0,13
14000US36005003800,"Census Tract 38, Bronx, NY",1313,153,706,223,355,232,9,13,31,45,0,13,212,157,0,13,0,13,0,13
14000US36005003900,"Census Tract 39, Bronx, NY",6710,1226,1193,535,1094,762,13,21,11,21,0,18,4032,1271,367,345,367,345,0,18
14000US36005004001,"Census Tract 40.01, Bronx, NY",1574,320,244,131,269,115,42,66,408,241,0,13,590,303,21,22,0,13,21,22
14000US36005004100,"Census Tract 41, Bronx, NY",5798,1391,977,482,2256,926,85,140,0,18,0,18,1845,796,635,626,519,626,116,127
14000US36005004200,"Census Tract 42, Bronx, NY",7803,987,1918,863,3201,946,51,81,15,27,0,18,1803,747,815,559,567,326,248,390
14000US36005004300,"Census Tract 43, Bronx, NY",5527,694,1130,375,1666,459,48,62,0,18,0,18,1770,495,913,409,567,352,346,256
14000US36005004400,"Census Tract 44, Bronx, NY",4551,503,465,234,1674,464,5,10,164,204,0,13,2109,519,134,126,112,119,22,33
14000US36005004600,"Census Tract 46, Bronx, NY",1826,365,470,241,672,260,0,13,0,13,0,13,304,129,380,277,368,278,12,18
14000US36005004800,"Census Tract 48, Bronx, NY",4464,606,298,182,1049,537,122,136,157,162,0,13,2370,425,468,328,292,256,176,185
14000US36005005001,"Census Tract 50.01, Bronx, NY",4304,630,165,102,1373,445,0,13,92,67,0,13,2506,522,168,131,136,126,32,37
14000US36005005002,"Census Tract 50.02, Bronx, NY",6393,1051,349,166,1725,841,5,10,0,18,37,85,3830,744,447,261,411,257,36,27
14000US36005005100,"Census Tract 51, Bronx, NY",6087,1101,923,818,2838,654,0,18,0,18,0,18,2172,519,154,118,84,102,70,118
14000US36005005200,"Census Tract 52, Bronx, NY",1833,269,202,113,786,238,64,88,0,13,0,13,721,292,60,43,60,43,0,13
14000US36005005300,"Census Tract 53, Bronx, NY",5472,709,323,271,3284,842,236,210,0,18,0,18,1426,526,203,166,33,37,170,156
14000US36005005400,"Census Tract 54, Bronx, NY",5638,820,160,109,1440,508,357,359,147,123,0,18,2892,718,642,427,480,394,162,139
14000US36005005600,"Census Tract 56, Bronx, NY",2168,352,177,102,459,180,28,42,157,117,0,13,1096,318,251,207,102,71,149,197
14000US36005005902,"Census Tract 59.02, Bronx, NY",2730,480,477,251,749,347,0,13,28,33,0,13,1167,448,309,244,159,183,150,164
14000US36005006000,"Census Tract 60, Bronx, NY",1295,363,313,234,145,70,2,3,21,25,0,13,663,322,151,92,119,75,32,43
14000US36005006100,"Census Tract 61, Bronx, NY",3955,628,412,234,3178,659,0,13,28,46,0,13,274,138,63,71,41,67,22,24
14000US36005006200,"Census Tract 62, Bronx, NY",6710,809,610,394,2128,503,0,18,0,18,0,18,3803,816,169,170,169,170,0,18
14000US36005006301,"Census Tract 63.01, Bronx, NY",5521,793,1375,581,1966,500,0,18,121,83,0,18,1573,759,486,261,184,200,302,156
14000US36005006302,"Census Tract 63.02, Bronx, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36005006400,"Census Tract 64, Bronx, NY",4061,578,446,242,1390,437,0,13,54,69,0,13,1912,681,259,201,123,118,136,162
14000US36005006500,"Census Tract 65, Bronx, NY",5681,908,2005,927,2091,653,0,18,125,137,8,18,1314,427,138,148,36,56,102,134
14000US36005006700,"Census Tract 67, Bronx, NY",6993,1404,467,421,1485,554,0,18,0,18,288,444,3179,807,1574,1369,1510,1357,64,110
14000US36005006800,"Census Tract 68, Bronx, NY",2765,569,90,86,583,239,10,17,383,265,0,13,1602,559,97,112,32,37,65,107
14000US36005006900,"Census Tract 69, Bronx, NY",7255,1030,885,614,2476,717,11,27,0,18,0,18,2805,751,1078,796,684,666,394,491
14000US36005007000,"Census Tract 70, Bronx, NY",4235,645,653,374,1202,450,0,13,467,239,0,13,1752,602,161,131,153,129,8,13
14000US36005007100,"Census Tract 71, Bronx, NY",2827,386,316,126,1062,352,0,13,65,64,0,13,1042,343,342,202,159,126,183,174
14000US36005007200,"Census Tract 72, Bronx, NY",6430,959,776,310,1065,489,14,23,2465,810,0,18,1613,672,497,301,187,150,310,250
14000US36005007300,"Census Tract 73, Bronx, NY",4301,662,988,638,1549,570,0,13,0,13,0,13,1600,456,164,128,26,35,138,125
14000US36005007400,"Census Tract 74, Bronx, NY",3078,578,616,314,1237,293,0,13,0,13,0,13,820,291,405,377,380,377,25,28
14000US36005007500,"Census Tract 75, Bronx, NY",6295,915,1332,442,2265,520,0,18,119,113,0,18,1783,686,796,598,612,593,184,115
14000US36005007600,"Census Tract 76, Bronx, NY",5293,795,437,219,1245,512,0,18,700,390,0,18,2722,687,189,135,139,119,50,45
14000US36005007700,"Census Tract 77, Bronx, NY",2165,536,523,224,692,279,90,124,30,34,0,13,762,474,68,83,63,83,5,10
14000US36005007800,"Census Tract 78, Bronx, NY",6301,773,1059,521,2182,919,0,18,653,351,0,18,2140,714,267,239,136,210,131,122
14000US36005007900,"Census Tract 79, Bronx, NY",7157,963,695,375,2900,708,0,18,0,18,0,18,2337,903,1225,834,1139,818,86,96
14000US36005008300,"Census Tract 83, Bronx, NY",6121,913,808,308,2072,602,135,160,20,29,0,18,2462,815,624,428,343,338,281,265
14000US36005008400,"Census Tract 84, Bronx, NY",3290,625,743,365,1393,357,0,13,167,190,0,13,758,236,229,169,165,150,64,92
14000US36005008500,"Census Tract 85, Bronx, NY",5706,719,757,352,1562,460,59,76,130,91,0,18,2641,702,557,294,424,291,133,89
14000US36005008600,"Census Tract 86, Bronx, NY",4134,882,1320,506,1622,817,0,13,0,13,0,13,714,400,478,284,102,69,376,271
14000US36005008700,"Census Tract 87, Bronx, NY",6328,821,663,335,1531,384,0,18,39,61,0,18,3434,819,661,424,476,351,185,213
14000US36005008900,"Census Tract 89, Bronx, NY",3197,451,366,221,481,294,123,194,0,13,0,13,1899,427,328,246,167,121,161,194
14000US36005009000,"Census Tract 90, Bronx, NY",3693,610,986,387,1138,336,29,50,123,143,0,13,1207,533,210,110,125,103,85,80
14000US36005009200,"Census Tract 92, Bronx, NY",6122,792,962,415,860,354,0,18,1285,612,0,18,2639,622,376,206,317,197,59,60
14000US36005009301,"Census Tract 93.01, Bronx, NY",4928,943,809,380,1662,456,35,53,0,13,0,13,1798,735,624,550,472,595,152,189
14000US36005009302,"Census Tract 93.02, Bronx, NY",566,163,106,59,235,84,5,10,18,32,0,13,145,118,57,42,57,42,0,13
14000US36005009600,"Census Tract 96, Bronx, NY",2762,385,558,182,552,228,3,6,504,194,0,13,1020,332,125,88,67,66,58,46
14000US36005009800,"Census Tract 98, Bronx, NY",4818,714,1977,524,919,328,0,13,246,146,0,13,1288,551,388,298,212,222,176,216
14000US36005011000,"Census Tract 110, Bronx, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36005011502,"Census Tract 115.02, Bronx, NY",4210,767,380,255,1661,560,20,42,22,25,0,13,1324,349,803,723,728,727,75,68
14000US36005011701,"Census Tract 117.01, Bronx, NY",1608,286,10,11,541,329,41,67,0,13,0,13,963,338,53,51,41,47,12,20
14000US36005011702,"Census Tract 117.02, Bronx, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36005011800,"Census Tract 118, Bronx, NY",6041,764,4461,643,433,305,7,15,86,67,0,18,427,240,627,462,525,437,102,74
14000US36005011900,"Census Tract 119, Bronx, NY",6193,1055,635,231,1885,1113,6,9,0,18,0,18,2891,618,776,501,555,441,221,223
14000US36005012101,"Census Tract 121.01, Bronx, NY",3267,452,260,126,1132,212,12,15,12,18,0,13,1467,423,384,163,306,149,78,68
14000US36005012102,"Census Tract 121.02, Bronx, NY",1463,288,131,98,504,222,4,7,0,13,0,13,730,277,94,66,46,43,48,56
14000US36005012300,"Census Tract 123, Bronx, NY",4582,949,371,233,2373,840,5,10,25,35,0,13,1648,488,160,148,117,133,43,49
14000US36005012500,"Census Tract 125, Bronx, NY",4014,608,372,205,1005,384,56,82,0,13,0,13,2240,562,341,270,164,154,177,170
14000US36005012701,"Census Tract 127.01, Bronx, NY",2207,603,358,174,504,129,0,13,7,13,0,13,857,420,481,413,387,413,94,90
14000US36005012901,"Census Tract 129.01, Bronx, NY",4961,869,885,367,1661,486,19,29,6,13,35,55,1600,451,755,767,755,767,0,13
14000US36005013000,"Census Tract 130, Bronx, NY",1297,440,672,211,117,99,0,13,15,14,0,13,220,136,273,391,273,391,0,13
14000US36005013100,"Census Tract 131, Bronx, NY",5252,670,1262,381,2201,529,19,35,0,18,0,18,1383,483,387,264,203,200,184,188
14000US36005013200,"Census Tract 132, Bronx, NY",7288,997,2853,639,1965,812,0,18,435,332,144,235,535,269,1356,940,944,857,412,422
14000US36005013300,"Census Tract 133, Bronx, NY",6236,1186,763,398,1963,689,0,18,234,253,0,18,2298,749,978,924,891,920,87,106
14000US36005013500,"Census Tract 135, Bronx, NY",3492,681,454,292,1996,671,0,13,25,43,130,204,679,342,208,203,165,193,43,71
14000US36005013800,"Census Tract 138, Bronx, NY",3077,513,1623,308,449,353,17,23,338,225,0,13,525,255,125,71,26,26,99,70
14000US36005014100,"Census Tract 141, Bronx, NY",6384,668,622,296,2722,552,67,82,10,17,0,18,2498,637,465,202,126,99,339,213
14000US36005014300,"Census Tract 143, Bronx, NY",1579,293,73,56,853,220,91,92,113,148,0,13,273,149,176,218,148,205,28,29
14000US36005014400,"Census Tract 144, Bronx, NY",5781,1070,1023,424,2097,682,10,27,728,687,0,18,1527,762,396,482,325,467,71,138
14000US36005014500,"Census Tract 145, Bronx, NY",7002,1445,614,286,4868,1464,0,18,0,18,0,18,1034,543,486,420,129,106,357,386
14000US36005014701,"Census Tract 147.01, Bronx, NY",5864,1411,674,484,3879,1227,0,18,31,49,0,18,491,196,789,556,299,270,490,548
14000US36005014702,"Census Tract 147.02, Bronx, NY",5157,845,458,324,2513,480,91,136,0,18,52,93,1083,403,960,807,697,725,263,370
14000US36005014900,"Census Tract 149, Bronx, NY",4708,1184,576,331,1877,392,0,13,0,13,0,13,1970,1102,285,178,172,115,113,120
14000US36005015100,"Census Tract 151, Bronx, NY",5311,912,633,685,3153,668,0,18,0,18,0,18,1381,379,144,106,70,69,74,72
14000US36005015200,"Census Tract 152, Bronx, NY",2565,387,1378,322,250,116,0,13,51,39,0,13,583,249,303,242,164,179,139,144
14000US36005015300,"Census Tract 153, Bronx, NY",4226,751,270,170,2341,524,0,13,90,123,0,13,871,378,654,515,626,512,28,41
14000US36005015500,"Census Tract 155, Bronx, NY",3089,625,237,143,1169,629,21,39,53,42,0,13,1381,296,228,164,160,152,68,56
14000US36005015700,"Census Tract 157, Bronx, NY",5155,762,513,213,2259,391,13,21,0,18,0,18,1775,742,595,224,486,218,109,90
14000US36005015800,"Census Tract 158, Bronx, NY",1423,330,741,185,78,49,0,13,100,102,0,13,374,239,130,132,106,126,24,36
14000US36005015900,"Census Tract 159, Bronx, NY",2164,562,152,96,305,156,31,38,73,69,0,13,1187,322,416,482,416,482,0,13
14000US36005016000,"Census Tract 160, Bronx, NY",3891,686,2841,666,89,70,0,13,252,187,0,13,629,398,80,97,0,13,80,97
14000US36005016100,"Census Tract 161, Bronx, NY",4787,731,260,156,1752,692,0,13,0,13,12,19,2174,716,589,359,524,352,65,61
14000US36005016200,"Census Tract 162, Bronx, NY",1712,360,895,258,103,58,0,13,146,149,0,13,420,194,148,172,55,45,93,138
14000US36005016300,"Census Tract 163, Bronx, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36005016400,"Census Tract 164, Bronx, NY",1074,201,662,124,84,79,0,13,147,179,0,13,67,33,114,81,95,76,19,28
14000US36005016500,"Census Tract 165, Bronx, NY",1074,221,196,74,707,252,0,13,9,12,0,13,88,53,74,52,59,47,15,21
14000US36005016600,"Census Tract 166, Bronx, NY",2397,360,828,306,241,135,0,13,191,126,0,13,928,190,209,135,82,83,127,102
14000US36005016700,"Census Tract 167, Bronx, NY",3822,474,386,171,2007,343,28,36,0,13,0,13,841,314,560,323,453,304,107,122
14000US36005016900,"Census Tract 169, Bronx, NY",1729,329,146,67,817,191,9,15,0,13,0,13,545,283,212,177,71,64,141,157
14000US36005017100,"Census Tract 171, Bronx, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36005017300,"Census Tract 173, Bronx, NY",6373,890,733,615,3185,1015,63,137,107,226,0,18,2007,741,278,321,97,105,181,297
14000US36005017500,"Census Tract 175, Bronx, NY",6768,1111,601,407,3927,1162,110,144,0,18,0,18,1984,800,146,170,134,167,12,26
14000US36005017701,"Census Tract 177.01, Bronx, NY",4554,749,534,322,2735,831,40,68,8,15,0,13,933,451,304,403,54,81,250,393
14000US36005017702,"Census Tract 177.02, Bronx, NY",5412,913,642,337,2875,827,61,102,49,96,0,18,1346,443,439,296,295,247,144,176
14000US36005017901,"Census Tract 179.01, Bronx, NY",4751,824,970,496,1428,453,137,134,59,84,0,13,1704,765,453,314,236,215,217,244
14000US36005017902,"Census Tract 179.02, Bronx, NY",4138,837,620,375,1366,520,0,13,13,23,0,13,1752,816,387,351,270,327,117,123
14000US36005018101,"Census Tract 181.01, Bronx, NY",3502,838,113,113,1407,535,222,252,1,3,0,13,1643,720,116,86,45,51,71,87
14000US36005018102,"Census Tract 181.02, Bronx, NY",5695,885,627,345,2380,512,0,18,88,120,0,18,2213,778,387,245,198,202,189,136
14000US36005018301,"Census Tract 183.01, Bronx, NY",4657,616,946,386,1476,341,13,20,113,72,0,13,1644,485,465,445,373,440,92,69
14000US36005018302,"Census Tract 183.02, Bronx, NY",3546,637,202,199,1633,467,0,13,16,25,0,13,1322,455,373,352,92,72,281,344
14000US36005018400,"Census Tract 184, Bronx, NY",4057,747,2444,707,138,91,0,13,356,225,0,13,844,347,275,199,192,182,83,94
14000US36005018501,"Census Tract 185.01, Bronx, NY",3069,713,122,244,2144,551,38,53,0,13,0,13,513,225,252,284,232,281,20,35
14000US36005018502,"Census Tract 185.02, Bronx, NY",6503,962,517,413,2817,696,203,327,0,18,0,18,2561,893,405,317,267,181,138,190
14000US36005018900,"Census Tract 189, Bronx, NY",8311,1150,1599,560,3432,1018,0,18,97,99,0,18,2806,909,377,265,79,78,298,244
14000US36005019300,"Census Tract 193, Bronx, NY",7126,926,730,530,3093,1005,0,18,57,96,0,18,2454,831,792,555,682,548,110,123
14000US36005019400,"Census Tract 194, Bronx, NY",2162,377,762,236,341,254,58,70,205,121,7,21,573,221,216,131,70,54,146,117
14000US36005019500,"Census Tract 195, Bronx, NY",7766,1193,1275,661,3298,1083,4,10,50,76,0,18,2664,1014,475,304,219,199,256,212
14000US36005019700,"Census Tract 197, Bronx, NY",7479,1085,1967,749,1240,445,0,18,466,236,0,18,3188,1200,618,518,342,413,276,313
14000US36005019900,"Census Tract 199, Bronx, NY",7899,1221,981,417,3644,1139,0,18,0,18,0,18,2155,742,1119,571,801,560,318,288
14000US36005020000,"Census Tract 200, Bronx, NY",5147,664,797,262,671,351,22,32,1192,343,28,50,1911,540,526,300,392,281,134,138
14000US36005020100,"Census Tract 201, Bronx, NY",3772,633,346,169,1450,557,11,24,1,3,0,13,1715,490,249,208,182,184,67,103
14000US36005020200,"Census Tract 202, Bronx, NY",2372,362,218,93,377,113,9,13,443,208,0,13,1126,371,199,96,118,70,81,76
14000US36005020400,"Census Tract 204, Bronx, NY",3431,615,828,439,281,179,0,13,355,196,0,13,1509,470,458,300,312,241,146,178
14000US36005020501,"Census Tract 205.01, Bronx, NY",7267,1252,1499,960,1123,381,76,71,73,57,0,18,4042,1064,454,272,225,181,229,176
14000US36005020502,"Census Tract 205.02, Bronx, NY",2515,340,142,62,1064,287,0,13,22,42,0,13,954,267,333,238,90,58,243,209
14000US36005020601,"Census Tract 206.01, Bronx, NY",2425,538,355,189,329,186,0,13,859,375,0,13,565,296,317,243,140,108,177,219
14000US36005020900,"Census Tract 209, Bronx, NY",4997,733,598,344,2011,559,0,13,26,32,15,23,1920,668,427,270,109,76,318,244
14000US36005021001,"Census Tract 210.01, Bronx, NY",8111,953,468,237,4290,711,12,20,647,242,13,21,1716,727,965,472,779,441,186,131
14000US36005021002,"Census Tract 210.02, Bronx, NY",8192,1529,685,450,3690,952,271,299,1036,438,0,18,2102,1318,408,234,221,185,187,148
14000US36005021100,"Census Tract 211, Bronx, NY",6036,1132,718,947,2252,524,22,34,42,51,0,18,2313,570,689,382,257,219,432,293
14000US36005021200,"Census Tract 212, Bronx, NY",5157,740,641,362,2056,530,119,132,1445,463,0,18,592,437,304,264,283,266,21,34
14000US36005021301,"Census Tract 213.01, Bronx, NY",1397,576,122,85,490,568,38,62,0,13,17,29,522,268,208,140,198,140,10,15
14000US36005021302,"Census Tract 213.02, Bronx, NY",5865,967,362,258,2656,796,0,18,20,59,43,65,2415,896,369,251,119,137,250,218
14000US36005021501,"Census Tract 215.01, Bronx, NY",4445,717,709,330,1220,415,0,13,7,15,41,60,1794,409,674,545,598,543,76,92
14000US36005021502,"Census Tract 215.02, Bronx, NY",6772,934,507,301,2177,415,150,198,0,18,0,18,3122,791,816,486,392,293,424,497
14000US36005021601,"Census Tract 216.01, Bronx, NY",4625,656,772,372,1277,389,48,56,388,306,0,13,1462,528,678,316,440,290,238,180
14000US36005021602,"Census Tract 216.02, Bronx, NY",6195,900,632,328,1830,401,0,18,1989,759,0,18,1226,445,518,350,217,138,301,315
14000US36005021700,"Census Tract 217, Bronx, NY",5220,669,452,221,2239,407,25,31,153,188,0,18,1575,398,776,373,297,211,479,308
14000US36005021800,"Census Tract 218, Bronx, NY",6154,1073,882,296,1234,416,0,18,205,219,0,18,2920,1069,913,558,511,462,402,343
14000US36005021900,"Census Tract 219, Bronx, NY",963,228,79,64,174,104,0,13,25,23,0,13,600,184,85,113,85,113,0,13
14000US36005022000,"Census Tract 220, Bronx, NY",1917,492,253,151,554,220,10,15,40,51,2,5,689,302,369,347,359,347,10,16
14000US36005022101,"Census Tract 221.01, Bronx, NY",4030,832,430,288,700,292,0,13,213,170,74,117,2503,858,110,96,41,44,69,85
14000US36005022102,"Census Tract 221.02, Bronx, NY",5995,776,882,456,741,328,173,193,22,36,216,345,2877,712,1084,600,1069,601,15,23
14000US36005022200,"Census Tract 222, Bronx, NY",3169,544,281,128,247,116,113,149,1148,425,0,13,1046,334,334,220,192,195,142,92
14000US36005022300,"Census Tract 223, Bronx, NY",5553,784,1284,601,948,344,47,76,10,15,0,18,2511,709,753,430,561,376,192,211
14000US36005022401,"Census Tract 224.01, Bronx, NY",2517,384,558,209,420,173,0,13,122,121,0,13,1239,401,178,103,107,77,71,59
14000US36005022403,"Census Tract 224.03, Bronx, NY",3061,407,598,302,485,205,4,8,29,52,0,13,1694,546,251,200,174,135,77,113
14000US36005022404,"Census Tract 224.04, Bronx, NY",4736,577,1022,320,1199,513,71,81,329,149,0,13,1876,448,239,153,205,152,34,22
14000US36005022500,"Census Tract 225, Bronx, NY",8818,1611,1670,666,2508,840,157,219,65,72,0,18,2954,797,1464,1441,1279,1406,185,215
14000US36005022701,"Census Tract 227.01, Bronx, NY",4831,569,225,140,2155,539,58,90,99,103,73,118,1697,371,524,339,179,119,345,323
14000US36005022702,"Census Tract 227.02, Bronx, NY",1451,197,223,152,390,144,29,36,5,8,0,13,746,222,58,56,50,55,8,12
14000US36005022703,"Census Tract 227.03, Bronx, NY",1991,629,864,619,533,161,0,13,61,55,0,13,295,164,238,134,135,117,103,81
14000US36005022800,"Census Tract 228, Bronx, NY",6207,854,1585,694,1627,697,0,18,648,432,0,18,1646,606,701,511,174,135,527,486
14000US36005022901,"Census Tract 229.01, Bronx, NY",5530,644,655,309,3299,740,28,48,62,44,0,18,1089,406,397,274,388,277,9,34
14000US36005022902,"Census Tract 229.02, Bronx, NY",3710,823,739,402,1028,455,0,13,39,61,0,13,1260,410,644,612,616,613,28,39
14000US36005023000,"Census Tract 230, Bronx, NY",2963,479,745,420,425,264,85,127,167,130,0,13,1363,423,178,138,107,105,71,69
14000US36005023100,"Census Tract 231, Bronx, NY",1696,340,358,204,880,313,0,13,0,13,1,3,419,187,38,32,38,32,0,13
14000US36005023200,"Census Tract 232, Bronx, NY",2517,326,1010,264,178,87,45,51,239,165,0,13,872,267,173,131,139,112,34,58
14000US36005023301,"Census Tract 233.01, Bronx, NY",4177,673,230,170,1516,485,20,33,42,47,0,13,1995,514,374,237,161,212,213,104
14000US36005023302,"Census Tract 233.02, Bronx, NY",3982,659,627,425,1412,555,43,51,21,32,0,13,1211,470,668,458,246,159,422,429
14000US36005023501,"Census Tract 235.01, Bronx, NY",3325,570,142,108,675,514,101,161,3,10,0,13,2175,582,229,225,132,184,97,142
14000US36005023502,"Census Tract 235.02, Bronx, NY",4628,847,863,283,1642,564,0,13,0,13,0,13,1538,511,585,516,571,516,14,18
14000US36005023600,"Census Tract 236, Bronx, NY",1602,380,392,152,249,261,0,13,145,132,0,13,653,289,163,111,137,104,26,36
14000US36005023702,"Census Tract 237.02, Bronx, NY",1333,517,177,113,429,436,0,13,0,13,0,13,679,249,48,56,42,49,6,11
14000US36005023703,"Census Tract 237.03, Bronx, NY",5493,891,851,321,1562,525,0,18,56,53,0,18,2768,854,256,177,221,168,35,35
14000US36005023704,"Census Tract 237.04, Bronx, NY",3821,637,622,357,657,277,75,66,0,13,0,13,1989,585,478,302,252,188,226,262
14000US36005023800,"Census Tract 238, Bronx, NY",2480,360,706,218,453,155,0,13,213,134,0,13,852,253,256,128,177,118,79,75
14000US36005023900,"Census Tract 239, Bronx, NY",8489,1622,611,472,2664,1082,8,13,121,177,0,18,4008,1766,1077,691,488,453,589,420
14000US36005024000,"Census Tract 240, Bronx, NY",4618,775,1516,694,1115,473,0,13,8,13,0,13,1856,705,123,119,32,44,91,113
14000US36005024100,"Census Tract 241, Bronx, NY",6921,899,1313,619,2485,639,0,18,137,196,0,18,2139,572,847,529,428,435,419,347
14000US36005024300,"Census Tract 243, Bronx, NY",5575,638,539,243,1431,347,17,28,109,146,50,79,2456,439,973,648,824,632,149,153
14000US36005024400,"Census Tract 244, Bronx, NY",2512,368,927,175,96,92,36,44,155,142,0,13,1086,287,212,198,50,56,162,187
14000US36005024501,"Census Tract 245.01, Bronx, NY",4475,586,274,152,1400,631,0,13,0,13,95,148,2192,526,514,407,379,351,135,174
14000US36005024502,"Census Tract 245.02, Bronx, NY",3848,685,754,650,1365,483,0,13,0,13,0,13,1729,505,0,13,0,13,0,13
14000US36005024600,"Census Tract 246, Bronx, NY",2065,334,947,274,143,113,0,13,332,172,0,13,497,222,146,132,146,132,0,13
14000US36005024700,"Census Tract 247, Bronx, NY",1967,294,117,91,889,190,5,8,134,192,0,13,625,258,197,121,163,115,34,34
14000US36005024800,"Census Tract 248, Bronx, NY",3370,538,2096,419,241,231,0,13,278,165,0,13,487,349,268,223,222,218,46,50
14000US36005024900,"Census Tract 249, Bronx, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36005025000,"Census Tract 250, Bronx, NY",2601,560,1491,460,224,302,38,41,282,203,0,13,474,234,92,94,82,93,10,16
14000US36005025100,"Census Tract 251, Bronx, NY",6462,983,797,510,1363,481,0,18,819,542,0,18,2850,952,633,348,328,350,305,316
14000US36005025200,"Census Tract 252, Bronx, NY",2561,354,1182,283,167,138,77,91,314,150,0,13,624,316,197,117,113,112,84,72
14000US36005025300,"Census Tract 253, Bronx, NY",6313,916,303,183,1111,476,46,92,117,113,49,58,3816,1063,871,467,615,435,256,170
14000US36005025400,"Census Tract 254, Bronx, NY",2183,290,1535,277,50,32,0,13,134,92,0,13,307,185,157,72,112,53,45,48
14000US36005025500,"Census Tract 255, Bronx, NY",7728,1022,911,565,1565,609,366,470,1,2,66,83,4324,1125,495,287,495,287,0,18
14000US36005025600,"Census Tract 256, Bronx, NY",1464,283,534,176,308,130,0,13,100,64,0,13,420,276,102,74,41,45,61,66
14000US36005025700,"Census Tract 257, Bronx, NY",1793,354,129,110,519,189,17,24,4,6,0,13,970,345,154,168,113,166,41,35
14000US36005026100,"Census Tract 261, Bronx, NY",2114,336,182,81,1070,311,5,9,95,73,0,13,528,323,234,115,132,95,102,81
14000US36005026300,"Census Tract 263, Bronx, NY",7124,1211,1100,561,1176,472,171,234,10,19,0,18,3096,1179,1571,888,1198,742,373,350
14000US36005026400,"Census Tract 264, Bronx, NY",6643,1117,3035,1002,602,495,76,92,549,331,0,18,1740,772,641,498,433,464,208,283
14000US36005026500,"Census Tract 265, Bronx, NY",7505,1251,902,610,1072,527,0,18,459,359,0,18,4546,1234,526,457,392,452,134,93
14000US36005026601,"Census Tract 266.01, Bronx, NY",3305,459,1405,435,162,118,88,132,130,105,0,13,1080,533,440,247,357,235,83,72
14000US36005026602,"Census Tract 266.02, Bronx, NY",5033,1094,2772,670,552,290,37,64,160,174,0,18,1338,1013,174,104,122,74,52,49
14000US36005026701,"Census Tract 267.01, Bronx, NY",3639,828,341,170,976,668,84,109,385,157,0,13,1311,460,542,289,148,131,394,254
14000US36005026702,"Census Tract 267.02, Bronx, NY",8183,1300,1506,709,1366,954,144,240,0,18,0,18,4567,1418,600,507,483,498,117,123
14000US36005026900,"Census Tract 269, Bronx, NY",4072,628,1147,659,804,352,93,106,27,34,0,13,1706,505,295,202,249,187,46,52
14000US36005027300,"Census Tract 273, Bronx, NY",7798,1188,2260,709,2350,946,0,18,100,149,195,287,2091,834,802,590,682,577,120,84
14000US36005027401,"Census Tract 274.01, Bronx, NY",5148,769,4095,710,95,117,0,18,142,130,0,18,444,290,372,196,331,188,41,41
14000US36005027402,"Census Tract 274.02, Bronx, NY",3611,577,2317,393,126,74,1,4,38,35,0,13,563,170,566,479,494,474,72,72
14000US36005027600,"Census Tract 276, Bronx, NY",52,48,21,25,31,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36005027700,"Census Tract 277, Bronx, NY",4338,598,1127,399,606,255,0,13,81,118,0,13,2098,554,426,201,242,186,184,138
14000US36005027900,"Census Tract 279, Bronx, NY",8486,1263,2018,529,1287,615,160,144,504,390,34,57,3116,1055,1367,651,420,296,947,533
14000US36005028100,"Census Tract 281, Bronx, NY",3757,410,1430,322,1026,279,0,13,131,111,34,52,604,207,532,267,286,196,246,168
14000US36005028300,"Census Tract 283, Bronx, NY",2841,1007,982,1004,789,373,0,13,0,13,0,13,819,230,251,201,210,193,41,49
14000US36005028400,"Census Tract 284, Bronx, NY",544,214,295,193,152,100,4,9,6,11,0,13,87,95,0,13,0,13,0,13
14000US36005028500,"Census Tract 285, Bronx, NY",3763,547,1947,316,290,156,47,43,391,191,0,13,473,237,615,499,503,494,112,80
14000US36005028600,"Census Tract 286, Bronx, NY",960,200,553,178,71,49,0,13,225,132,0,13,79,61,32,38,32,38,0,13
