geoid,name,B29001001,"B29001001, Error",B29001002,"B29001002, Error",B29001003,"B29001003, Error",B29001004,"B29001004, Error",B29001005,"B29001005, Error"
14000US36005039300,"Census Tract 393, Bronx, NY",4020,607,997,387,1014,338,1319,286,690,117
14000US36005039400,"Census Tract 394, Bronx, NY",2748,490,935,314,474,164,751,231,588,178
14000US36005039500,"Census Tract 395, Bronx, NY",2644,539,685,240,703,175,876,406,380,109
14000US36005039600,"Census Tract 396, Bronx, NY",2744,525,512,185,783,230,849,218,600,184
14000US36005039700,"Census Tract 397, Bronx, NY",3243,354,2833,365,59,42,160,59,191,62
14000US36005039800,"Census Tract 398, Bronx, NY",2758,496,681,238,646,221,1072,265,359,190
14000US36005039901,"Census Tract 399.01, Bronx, NY",2636,458,943,318,602,156,698,194,393,78
14000US36005039902,"Census Tract 399.02, Bronx, NY",2024,388,705,212,519,157,601,236,199,82
14000US36005040100,"Census Tract 401, Bronx, NY",2512,561,729,292,437,191,895,395,451,282
14000US36005040302,"Census Tract 403.02, Bronx, NY",2339,768,631,243,747,297,583,235,378,236
14000US36005040303,"Census Tract 403.03, Bronx, NY",2199,286,596,191,514,127,581,173,508,122
14000US36005040304,"Census Tract 403.04, Bronx, NY",1705,315,540,217,541,168,417,122,207,77
14000US36005040400,"Census Tract 404, Bronx, NY",2062,415,410,139,531,223,763,216,358,116
14000US36005040501,"Census Tract 405.01, Bronx, NY",1956,337,528,162,418,156,627,173,383,130
14000US36005040502,"Census Tract 405.02, Bronx, NY",3496,573,1233,322,947,340,1074,231,242,111
14000US36005040600,"Census Tract 406, Bronx, NY",2461,505,890,256,436,174,711,244,424,143
14000US36005040701,"Census Tract 407.01, Bronx, NY",1243,216,321,129,305,104,429,122,188,86
14000US36005040702,"Census Tract 407.02, Bronx, NY",4319,715,1282,391,696,212,1512,392,829,215
14000US36005040800,"Census Tract 408, Bronx, NY",2871,594,992,378,600,160,920,246,359,122
14000US36005040900,"Census Tract 409, Bronx, NY",2290,389,407,201,316,154,983,307,584,142
14000US36005041100,"Census Tract 411, Bronx, NY",2050,358,399,127,632,193,759,212,260,108
14000US36005041300,"Census Tract 413, Bronx, NY",4834,656,1534,336,1221,268,1700,316,379,159
14000US36005041400,"Census Tract 414, Bronx, NY",3548,638,673,354,861,281,1323,331,691,240
14000US36005041500,"Census Tract 415, Bronx, NY",2928,494,763,290,406,174,1242,262,517,178
14000US36005041800,"Census Tract 418, Bronx, NY",2510,624,570,212,526,138,1029,442,385,139
14000US36005041900,"Census Tract 419, Bronx, NY",3869,629,1278,351,831,249,1487,347,273,159
14000US36005042000,"Census Tract 420, Bronx, NY",2649,531,592,193,653,165,936,383,468,157
14000US36005042100,"Census Tract 421, Bronx, NY",3147,444,1202,279,864,275,721,247,360,120
14000US36005042200,"Census Tract 422, Bronx, NY",1809,416,303,153,551,206,678,283,277,103
14000US36005042300,"Census Tract 423, Bronx, NY",2280,342,571,204,761,238,587,199,361,90
14000US36005042400,"Census Tract 424, Bronx, NY",1547,342,387,260,269,102,548,143,343,111
14000US36005042500,"Census Tract 425, Bronx, NY",3274,604,935,296,1002,297,1035,328,302,122
14000US36005042600,"Census Tract 426, Bronx, NY",4454,894,977,433,741,276,1543,514,1193,395
14000US36005042800,"Census Tract 428, Bronx, NY",1444,456,205,76,298,122,300,85,641,388
14000US36005042901,"Census Tract 429.01, Bronx, NY",1469,304,287,123,651,228,259,95,272,94
14000US36005042902,"Census Tract 429.02, Bronx, NY",2292,295,385,144,672,144,971,242,264,65
14000US36005043000,"Census Tract 430, Bronx, NY",2152,413,406,182,575,230,738,263,433,211
14000US36005043101,"Census Tract 431.01, Bronx, NY",2811,801,726,410,490,194,1302,403,293,149
14000US36005043102,"Census Tract 431.02, Bronx, NY",2998,424,555,211,707,281,1100,310,636,210
14000US36005043400,"Census Tract 434, Bronx, NY",2481,440,467,167,474,155,986,291,554,205
14000US36005043501,"Census Tract 435.01, Bronx, NY",490,67,102,65,168,49,134,53,86,42
14000US36005043502,"Census Tract 435.02, Bronx, NY",0,13,0,13,0,13,0,13,0,13
14000US36005043503,"Census Tract 435.03, Bronx, NY",0,13,0,13,0,13,0,13,0,13
14000US36005043600,"Census Tract 436, Bronx, NY",1523,319,404,194,368,150,457,149,294,115
14000US36005044200,"Census Tract 442, Bronx, NY",2889,842,751,272,686,172,1046,734,406,147
14000US36005044400,"Census Tract 444, Bronx, NY",3231,699,770,413,785,232,946,233,730,273
14000US36005044800,"Census Tract 448, Bronx, NY",1603,338,275,113,507,241,475,141,346,103
14000US36005044901,"Census Tract 449.01, Bronx, NY",1612,307,408,159,381,113,505,156,318,80
14000US36005044902,"Census Tract 449.02, Bronx, NY",1718,313,505,299,487,161,370,124,356,97
14000US36005045101,"Census Tract 451.01, Bronx, NY",1224,311,156,90,277,97,504,291,287,59
14000US36005045102,"Census Tract 451.02, Bronx, NY",1513,209,273,107,453,124,413,95,374,90
14000US36005045600,"Census Tract 456, Bronx, NY",2640,460,551,222,440,206,1294,330,355,152
14000US36005045800,"Census Tract 458, Bronx, NY",3525,619,1443,489,470,270,1074,302,538,135
14000US36005046000,"Census Tract 460, Bronx, NY",2161,542,604,295,398,184,761,296,398,129
14000US36005046203,"Census Tract 462.03, Bronx, NY",5764,1079,520,316,1057,461,1263,417,2924,1051
14000US36005046204,"Census Tract 462.04, Bronx, NY",5209,1097,1096,588,1306,489,1805,562,1002,369
14000US36005046205,"Census Tract 462.05, Bronx, NY",2723,458,533,520,390,243,775,333,1025,249
14000US36005046206,"Census Tract 462.06, Bronx, NY",3618,1051,602,757,463,410,846,442,1707,402
14000US36005046207,"Census Tract 462.07, Bronx, NY",5650,1043,1083,547,1305,698,1670,668,1592,334
14000US36005046208,"Census Tract 462.08, Bronx, NY",3806,939,541,189,1050,561,1213,314,1002,273
14000US36005046209,"Census Tract 462.09, Bronx, NY",2820,565,988,483,755,278,794,315,283,149
14000US36005048401,"Census Tract 484.01, Bronx, NY",2679,443,708,261,613,276,1029,258,329,126
14000US36005048402,"Census Tract 484.02, Bronx, NY",0,13,0,13,0,13,0,13,0,13
14000US36005050400,"Census Tract 504, Bronx, NY",0,13,0,13,0,13,0,13,0,13
14000US36005051601,"Census Tract 516.01, Bronx, NY",3583,713,787,378,652,278,1052,404,1092,296
14000US36005051602,"Census Tract 516.02, Bronx, NY",0,13,0,13,0,13,0,13,0,13
14000US36047000100,"Census Tract 1, Kings, NY",3737,479,342,130,1253,509,1137,252,1005,278
14000US36047000200,"Census Tract 2, Kings, NY",751,161,213,107,217,82,209,61,112,65
14000US36047000301,"Census Tract 3.01, Kings, NY",3052,462,301,129,1076,417,890,254,785,222
14000US36047000501,"Census Tract 5.01, Kings, NY",3686,438,1228,258,866,168,730,186,862,281
14000US36047000502,"Census Tract 5.02, Kings, NY",2203,193,485,126,820,181,452,109,446,117
14000US36047000700,"Census Tract 7, Kings, NY",2755,332,334,128,1174,241,860,290,387,97
14000US36047000900,"Census Tract 9, Kings, NY",3686,568,971,293,1443,478,851,246,421,161
14000US36047001100,"Census Tract 11, Kings, NY",1127,187,277,68,654,168,164,54,32,13
14000US36047001300,"Census Tract 13, Kings, NY",1642,273,127,91,413,141,539,167,563,134
14000US36047001501,"Census Tract 15.01, Kings, NY",3600,396,1279,254,1367,303,608,221,346,157
14000US36047001502,"Census Tract 15.02, Kings, NY",2995,354,814,246,1408,287,626,228,147,90
14000US36047001801,"Census Tract 18.01, Kings, NY",1486,338,407,176,734,190,329,115,16,30
14000US36047001802,"Census Tract 18.02, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047001803,"Census Tract 18.03, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047001804,"Census Tract 18.04, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047002000,"Census Tract 20, Kings, NY",566,178,219,93,118,59,155,99,74,51
14000US36047002100,"Census Tract 21, Kings, NY",3403,615,414,238,1749,477,1142,336,98,60
14000US36047002200,"Census Tract 22, Kings, NY",2145,370,318,132,494,211,715,240,618,223
14000US36047002300,"Census Tract 23, Kings, NY",2711,544,1013,320,427,175,691,256,580,129
14000US36047002901,"Census Tract 29.01, Kings, NY",2620,415,760,293,555,194,813,177,492,170
14000US36047003000,"Census Tract 30, Kings, NY",1130,222,219,87,229,83,431,106,251,97
14000US36047003101,"Census Tract 31.01, Kings, NY",2734,454,749,227,872,257,487,164,626,167
14000US36047003102,"Census Tract 31.02, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047003300,"Census Tract 33, Kings, NY",3343,463,983,402,1512,195,624,166,224,55
14000US36047003400,"Census Tract 34, Kings, NY",2426,291,221,92,767,147,826,149,612,249
14000US36047003500,"Census Tract 35, Kings, NY",1901,234,377,119,712,149,564,98,248,81
14000US36047003600,"Census Tract 36, Kings, NY",2881,269,302,101,923,188,901,142,755,181
14000US36047003700,"Census Tract 37, Kings, NY",2141,351,609,178,934,191,518,234,80,37
14000US36047003800,"Census Tract 38, Kings, NY",1118,273,130,95,206,50,454,178,328,74
14000US36047003900,"Census Tract 39, Kings, NY",1667,255,361,118,670,156,485,169,151,60
14000US36047004100,"Census Tract 41, Kings, NY",2584,386,323,120,1230,258,606,162,425,140
14000US36047004300,"Census Tract 43, Kings, NY",2817,275,708,154,1151,225,698,176,260,85
14000US36047004400,"Census Tract 44, Kings, NY",1884,206,267,92,295,99,726,123,596,146
14000US36047004500,"Census Tract 45, Kings, NY",2786,496,407,206,1247,410,762,186,370,98
14000US36047004600,"Census Tract 46, Kings, NY",935,168,109,51,183,69,422,137,221,51
14000US36047004700,"Census Tract 47, Kings, NY",1180,161,75,55,556,136,380,107,169,66
14000US36047004900,"Census Tract 49, Kings, NY",2017,265,258,120,680,203,530,143,549,157
14000US36047005000,"Census Tract 50, Kings, NY",1806,266,206,125,476,123,681,170,443,73
14000US36047005100,"Census Tract 51, Kings, NY",2023,389,239,105,972,302,635,206,177,159
14000US36047005201,"Census Tract 52.01, Kings, NY",1311,244,69,43,390,169,317,86,535,123
14000US36047005202,"Census Tract 52.02, Kings, NY",2131,309,163,108,434,147,816,263,718,190
14000US36047005301,"Census Tract 53.01, Kings, NY",1585,190,159,55,635,146,583,115,208,58
14000US36047005302,"Census Tract 53.02, Kings, NY",47,43,0,13,47,43,0,13,0,13
14000US36047005303,"Census Tract 53.03, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047005400,"Census Tract 54, Kings, NY",2725,463,517,385,704,129,842,159,662,114
14000US36047005601,"Census Tract 56.01, Kings, NY",2134,480,301,158,617,348,653,163,563,162
14000US36047005602,"Census Tract 56.02, Kings, NY",1436,293,219,180,351,120,399,103,467,170
14000US36047005800,"Census Tract 58, Kings, NY",2222,401,497,204,586,147,648,159,491,141
14000US36047005900,"Census Tract 59, Kings, NY",1088,147,254,91,481,142,267,91,86,48
14000US36047006000,"Census Tract 60, Kings, NY",1859,317,265,147,716,223,457,109,421,143
14000US36047006200,"Census Tract 62, Kings, NY",1645,357,332,187,413,114,554,157,346,110
14000US36047006300,"Census Tract 63, Kings, NY",1709,250,175,49,833,182,488,160,213,79
14000US36047006400,"Census Tract 64, Kings, NY",2428,360,531,166,462,138,899,185,536,112
14000US36047006500,"Census Tract 65, Kings, NY",4323,759,487,142,1955,651,1302,371,579,334
14000US36047006600,"Census Tract 66, Kings, NY",2738,396,707,186,737,317,869,170,425,103
14000US36047006700,"Census Tract 67, Kings, NY",2594,337,145,54,1222,304,878,237,349,109
14000US36047006800,"Census Tract 68, Kings, NY",3051,460,588,189,744,224,811,181,908,366
14000US36047006901,"Census Tract 69.01, Kings, NY",1415,222,123,63,620,115,389,136,283,127
14000US36047006902,"Census Tract 69.02, Kings, NY",1387,220,187,85,640,141,394,142,166,87
14000US36047007000,"Census Tract 70, Kings, NY",2169,308,250,102,599,161,653,139,667,173
14000US36047007100,"Census Tract 71, Kings, NY",2789,426,596,152,836,266,663,177,694,197
14000US36047007200,"Census Tract 72, Kings, NY",931,136,130,80,340,114,342,83,119,52
14000US36047007400,"Census Tract 74, Kings, NY",2605,523,689,227,730,227,735,272,451,160
14000US36047007500,"Census Tract 75, Kings, NY",3263,493,499,253,1203,389,1151,241,410,145
14000US36047007600,"Census Tract 76, Kings, NY",2087,463,423,175,641,191,460,216,563,186
14000US36047007700,"Census Tract 77, Kings, NY",4215,548,406,216,2103,494,1325,341,381,139
14000US36047007800,"Census Tract 78, Kings, NY",2502,576,776,311,789,260,538,148,399,134
14000US36047008000,"Census Tract 80, Kings, NY",2290,412,458,182,534,170,804,237,494,157
14000US36047008200,"Census Tract 82, Kings, NY",2384,575,609,322,680,152,596,283,499,244
14000US36047008400,"Census Tract 84, Kings, NY",1752,270,436,156,506,149,467,171,343,132
14000US36047008500,"Census Tract 85, Kings, NY",4882,949,1447,399,881,253,1797,644,757,153
14000US36047008600,"Census Tract 86, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047008800,"Census Tract 88, Kings, NY",1742,356,266,103,570,185,685,228,221,109
14000US36047009001,"Census Tract 90.01, Kings, NY",552,203,171,122,164,107,119,51,98,59
14000US36047009002,"Census Tract 90.02, Kings, NY",530,95,79,62,240,72,97,56,114,74
14000US36047009201,"Census Tract 92.01, Kings, NY",824,235,123,91,313,183,240,117,148,77
14000US36047009202,"Census Tract 92.02, Kings, NY",1594,338,407,223,438,133,555,200,194,111
14000US36047009401,"Census Tract 94.01, Kings, NY",877,203,237,110,326,138,169,88,145,68
14000US36047009402,"Census Tract 94.02, Kings, NY",1205,340,307,146,346,161,364,168,188,173
14000US36047009600,"Census Tract 96, Kings, NY",3096,566,720,308,787,273,1091,296,498,163
14000US36047009800,"Census Tract 98, Kings, NY",1954,357,392,150,509,145,551,210,502,179
14000US36047010000,"Census Tract 100, Kings, NY",2197,344,470,165,558,204,621,175,548,174
14000US36047010100,"Census Tract 101, Kings, NY",2770,427,688,232,1074,328,733,169,275,82
14000US36047010200,"Census Tract 102, Kings, NY",1878,446,369,117,614,272,516,174,379,167
14000US36047010401,"Census Tract 104.01, Kings, NY",795,259,213,96,142,80,244,140,196,131
14000US36047010402,"Census Tract 104.02, Kings, NY",682,222,154,76,260,146,135,77,133,70
14000US36047010601,"Census Tract 106.01, Kings, NY",953,251,250,115,330,145,249,101,124,83
14000US36047010602,"Census Tract 106.02, Kings, NY",937,466,146,66,352,404,351,143,88,73
14000US36047010801,"Census Tract 108.01, Kings, NY",733,238,145,91,121,88,277,152,190,93
14000US36047010802,"Census Tract 108.02, Kings, NY",717,162,70,87,273,127,197,82,177,76
14000US36047011000,"Census Tract 110, Kings, NY",1024,211,156,45,226,98,314,66,328,112
14000US36047011200,"Census Tract 112, Kings, NY",3030,503,805,209,858,355,486,172,881,397
14000US36047011400,"Census Tract 114, Kings, NY",1917,382,405,152,455,206,312,133,745,231
14000US36047011600,"Census Tract 116, Kings, NY",1519,422,301,172,554,339,462,170,202,103
14000US36047011700,"Census Tract 117, Kings, NY",1932,296,319,135,887,195,462,147,264,101
14000US36047011800,"Census Tract 118, Kings, NY",697,129,156,56,242,78,176,85,123,54
14000US36047011901,"Census Tract 119.01, Kings, NY",1070,164,153,55,437,104,275,100,205,97
14000US36047011902,"Census Tract 119.02, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047012000,"Census Tract 120, Kings, NY",638,302,187,123,196,125,193,69,62,42
14000US36047012100,"Census Tract 121, Kings, NY",1513,330,289,107,724,162,406,135,94,55
14000US36047012200,"Census Tract 122, Kings, NY",2261,334,413,132,908,224,625,229,315,116
14000US36047012600,"Census Tract 126, Kings, NY",1527,228,455,133,429,110,377,103,266,90
14000US36047012700,"Census Tract 127, Kings, NY",3258,687,855,392,1090,310,731,214,582,263
14000US36047012801,"Census Tract 128.01, Kings, NY",1257,285,292,157,286,118,357,163,322,78
14000US36047012901,"Census Tract 129.01, Kings, NY",1760,317,540,197,640,143,432,198,148,74
14000US36047012902,"Census Tract 129.02, Kings, NY",2148,346,488,145,1034,265,401,110,225,68
14000US36047013000,"Census Tract 130, Kings, NY",2755,386,516,180,941,235,897,167,401,87
14000US36047013100,"Census Tract 131, Kings, NY",2957,425,651,188,1087,194,753,175,466,341
14000US36047013200,"Census Tract 132, Kings, NY",1542,437,348,127,448,306,429,119,317,85
14000US36047013300,"Census Tract 133, Kings, NY",3096,420,389,137,1529,305,662,120,516,174
14000US36047013400,"Census Tract 134, Kings, NY",2688,313,538,187,897,164,722,196,531,158
14000US36047013500,"Census Tract 135, Kings, NY",2592,348,256,127,1243,284,834,152,259,64
14000US36047013600,"Census Tract 136, Kings, NY",2868,493,409,181,1006,321,1008,246,445,192
14000US36047013700,"Census Tract 137, Kings, NY",2503,345,481,146,828,228,907,217,287,108
14000US36047013800,"Census Tract 138, Kings, NY",2637,318,616,185,478,126,1117,213,426,71
14000US36047013900,"Census Tract 139, Kings, NY",2595,326,591,170,975,208,770,190,259,102
14000US36047014000,"Census Tract 140, Kings, NY",1547,341,202,66,345,148,537,180,463,147
14000US36047014101,"Census Tract 141.01, Kings, NY",764,152,187,84,358,117,183,74,36,31
14000US36047014102,"Census Tract 141.02, Kings, NY",1249,383,119,75,526,119,291,118,313,265
14000US36047014200,"Census Tract 142, Kings, NY",2182,375,474,215,501,135,532,189,675,198
14000US36047014300,"Census Tract 143, Kings, NY",2970,467,787,152,1033,204,979,320,171,90
14000US36047014500,"Census Tract 145, Kings, NY",3112,574,589,160,1609,509,777,172,137,57
14000US36047014700,"Census Tract 147, Kings, NY",1582,206,257,98,714,173,499,108,112,62
14000US36047014800,"Census Tract 148, Kings, NY",911,186,102,77,206,88,258,74,345,113
14000US36047014901,"Census Tract 149.01, Kings, NY",1245,240,268,100,360,122,426,153,191,131
14000US36047014902,"Census Tract 149.02, Kings, NY",3296,741,420,186,1476,463,1050,336,350,137
14000US36047015000,"Census Tract 150, Kings, NY",1180,229,181,91,204,70,428,113,367,113
14000US36047015100,"Census Tract 151, Kings, NY",3044,355,307,96,1138,215,939,163,660,218
14000US36047015200,"Census Tract 152, Kings, NY",2189,366,427,163,511,140,725,160,526,110
14000US36047015300,"Census Tract 153, Kings, NY",2033,260,358,126,645,146,549,108,481,193
14000US36047015400,"Census Tract 154, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047015500,"Census Tract 155, Kings, NY",2681,497,323,122,951,340,991,224,416,164
14000US36047015700,"Census Tract 157, Kings, NY",3224,556,520,170,1290,475,570,132,844,217
14000US36047015900,"Census Tract 159, Kings, NY",3774,517,530,216,1521,330,976,338,747,170
14000US36047016000,"Census Tract 160, Kings, NY",2957,534,721,294,828,312,978,217,430,156
14000US36047016100,"Census Tract 161, Kings, NY",2774,428,442,112,943,189,721,177,668,206
14000US36047016200,"Census Tract 162, Kings, NY",1862,238,337,117,455,111,603,147,467,180
14000US36047016300,"Census Tract 163, Kings, NY",2902,353,437,168,1208,322,766,163,491,115
14000US36047016400,"Census Tract 164, Kings, NY",782,442,350,400,157,84,250,115,25,19
14000US36047016500,"Census Tract 165, Kings, NY",4871,819,585,314,1830,387,1749,470,707,210
